codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint
600494;13;PORTA CATENA AGUIARI;VIA PORTA CATENA 41;FERRARA;600;FUORI BOLOGNA;44.847001, 11.610906
600496;390;PO PADOVA;VIALE PO FR 33;FERRARA;600;FUORI BOLOGNA;44.847117, 11.601091
600496;6;PO PADOVA;VIALE PO FR 33;FERRARA;600;FUORI BOLOGNA;44.847117, 11.601091
600496;11;PO PADOVA;VIALE PO FR 33;FERRARA;600;FUORI BOLOGNA;44.847117, 11.601091
600497;2;PO OROBONI;VLE PO 3;FERRARA;600;FUORI BOLOGNA;44.845234, 11.606701
600497;396;PO OROBONI;VLE PO 3;FERRARA;600;FUORI BOLOGNA;44.845234, 11.606701
600497;11;PO OROBONI;VLE PO 3;FERRARA;600;FUORI BOLOGNA;44.845234, 11.606701
600498;397;MODENA MARCONI (BV. D`ORO;VIA MODENA 15;FERRARA;600;FUORI BOLOGNA;44.846515, 11.600242
600504;2;PADOVA SAVONUZZI;VIA PADOVA 38;FERRARA;600;FUORI BOLOGNA;44.850697, 11.604366
600504;390;PADOVA SAVONUZZI;VIA PADOVA 38;FERRARA;600;FUORI BOLOGNA;44.850697, 11.604366
600505;390;PONTELAGOSCURO VIA NUOVA;VIA NUOVA F5;PONTELAGOSCURO1;600;FUORI BOLOGNA;44.885171, 11.610455
600507;11;SAVONUZZI P. BUOZZI;VIA VENEZIA 9;PONTELAGOSCURO1;600;FUORI BOLOGNA;44.87946, 11.608677
600512;11;SAVONUZZI DE AMICIS;PLE A.SAVONUZZI 54;PONTELAGOSCURO1;600;FUORI BOLOGNA;44.877214, 11.606107
600517;11;VALLELUNGA BOICELLI;VIA VALLELUNGA 17;PONTELAGOSCURO1;600;FUORI BOLOGNA;44.878984, 11.59916
600519;11;VICENZA;VIA VICENZA F14;FERRARA;600;FUORI BOLOGNA;44.88085, 11.610069
600519;390;VICENZA;VIA VICENZA F14;FERRARA;600;FUORI BOLOGNA;44.88085, 11.610069
600524;390;CORSO POPOLO DE AMICIS;CORSO DEL POPOLO;PONTELAGOSCURO1;600;FUORI BOLOGNA;44.875752, 11.608218
600524;11;CORSO POPOLO DE AMICIS;CORSO DEL POPOLO;PONTELAGOSCURO1;600;FUORI BOLOGNA;44.875752, 11.608218
600525;11;CORSO POPOLO MINIERA;P.ZZA DEL POPOLO 110;PONTELAGOSCURO1;600;FUORI BOLOGNA;44.87438, 11.607219
600539;2;BENTIVOGLIO SCARSELLINO;VIA BENTIVOGLIO 239;PONTELAGOSCURO;600;FUORI BOLOGNA;44.857036, 11.608638
600540;2;BENTIVOGLIO SCARSELLINO;VIA BENTIVOGLIO 204;PONTELAGOSCURO;600;FUORI BOLOGNA;44.856466, 11.608777
600542;390;CANAPA MOTORIZZAZIONE;VIA DELLA CANAPA F62;FERRARA;600;FUORI BOLOGNA;44.857379, 11.613716
600543;390;CANAPA SCUOLE;VIA DELLA CANAPA F71;FERRARA;600;FUORI BOLOGNA;44.854485, 11.614686
600545;11;CANAPA PARCO BASSANI;VIA DELLA CANAPA F5;FERRARA;600;FUORI BOLOGNA;44.852709, 11.615188
600547;2;VIA INDIPENDENZA - ELEMEN;VIA DELL`INDIPENDENZA 44;PONTELAGOSCURO;600;FUORI BOLOGNA;44.859228, 11.608851
600553;2;ALLENDE MEDINI;VIA S.ALLENDE 125;PONTELAGOSCURO;600;FUORI BOLOGNA;44.853894, 11.608269
600555;2;PICELLI;VIA G.PICELLI 1;FERRARA;600;FUORI BOLOGNA;44.852135, 11.606443
600556;370;MARCONI RIGHI;VIA G.MARCONI F23;FERRARA;600;FUORI BOLOGNA;44.848751, 11.599317
600556;397;MARCONI RIGHI;VIA G.MARCONI F23;FERRARA;600;FUORI BOLOGNA;44.848751, 11.599317
600557;11;MARCONI RIGHI;VIA G.MARCONI 23;FERRARA;600;FUORI BOLOGNA;44.849012, 11.599329
600557;374;MARCONI RIGHI;VIA G.MARCONI 23;FERRARA;600;FUORI BOLOGNA;44.849012, 11.599329
600558;396;LADINO BELLINI;VIA LADINO 19;POROTTO;600;FUORI BOLOGNA;44.850128, 11.551848
600559;6;LADINO;VIA LADINO 94;POROTTO;600;FUORI BOLOGNA;44.846535, 11.549107
600560;6;LADINO SCUOLE ELEMENTARI;VIA LADINO F57;POROTTO;600;FUORI BOLOGNA;44.848747, 11.550433
600562;6;UNGARETTI;VIA GIUSEPPE UNGARETTI 183;POROTTO;600;FUORI BOLOGNA;44.843046, 11.548536
600567;6;BELLINI;VIA V.BELLINI 48;POROTTO;600;FUORI BOLOGNA;44.850525, 11.551005
600569;370;MODENA MARCONI (BV. D`ORO;VIA MODENA;FERRARA;600;FUORI BOLOGNA;44.847011, 11.598239
600569;371;MODENA MARCONI (BV. D`ORO;VIA MODENA;FERRARA;600;FUORI BOLOGNA;44.847011, 11.598239
600570;360;MODENA DUE ABETI;VIA MODENA 62;FERRARA;600;FUORI BOLOGNA;44.847473, 11.594552
600570;371;MODENA DUE ABETI;VIA MODENA 62;FERRARA;600;FUORI BOLOGNA;44.847473, 11.594552
600570;374;MODENA DUE ABETI;VIA MODENA 62;FERRARA;600;FUORI BOLOGNA;44.847473, 11.594552
600573;375;MEDENA LEGNANO;VIA MARCONI 181;FERRARA;600;FUORI BOLOGNA;44.847579, 11.589103
600573;370;MEDENA LEGNANO;VIA MARCONI 181;FERRARA;600;FUORI BOLOGNA;44.847579, 11.589103
600574;550;MODENA LEGNANO;VIA MODENA 72;MIZZANA;600;FUORI BOLOGNA;44.847612, 11.589219
600574;375;MODENA LEGNANO;VIA MODENA 72;MIZZANA;600;FUORI BOLOGNA;44.847612, 11.589219
600575;375;MIZZANA;VIA MODENA 227;FERRARA;600;FUORI BOLOGNA;44.847453, 11.583125
600575;396;MIZZANA;VIA MODENA 227;FERRARA;600;FUORI BOLOGNA;44.847453, 11.583125
600575;6;MIZZANA;VIA MODENA 227;FERRARA;600;FUORI BOLOGNA;44.847453, 11.583125
600576;371;MIZZANA;VIA MODENA 124;MIZZANA;600;FUORI BOLOGNA;44.847484, 11.583341
600576;375;MIZZANA;VIA MODENA 124;MIZZANA;600;FUORI BOLOGNA;44.847484, 11.583341
600576;360;MIZZANA;VIA MODENA 124;MIZZANA;600;FUORI BOLOGNA;44.847484, 11.583341
600576;550;MIZZANA;VIA MODENA 124;MIZZANA;600;FUORI BOLOGNA;44.847484, 11.583341
600581;370;CASSANA PESA;VIA MODENA 451;CASSANA;600;FUORI BOLOGNA;44.849797, 11.564209
600581;396;CASSANA PESA;VIA MODENA 451;CASSANA;600;FUORI BOLOGNA;44.849797, 11.564209
600581;371;CASSANA PESA;VIA MODENA 451;CASSANA;600;FUORI BOLOGNA;44.849797, 11.564209
600584;370;CASSANA CHIESA;VIA MODENA 394;CASSANA;600;FUORI BOLOGNA;44.85199, 11.557156
600584;371;CASSANA CHIESA;VIA MODENA 394;CASSANA;600;FUORI BOLOGNA;44.85199, 11.557156
600584;375;CASSANA CHIESA;VIA MODENA 394;CASSANA;600;FUORI BOLOGNA;44.85199, 11.557156
600584;550;CASSANA CHIESA;VIA MODENA 394;CASSANA;600;FUORI BOLOGNA;44.85199, 11.557156
600585;375;CASSANA CHIESA;VIA MODENA 583;CASSANA;600;FUORI BOLOGNA;44.851414, 11.558751
600585;370;CASSANA CHIESA;VIA MODENA 583;CASSANA;600;FUORI BOLOGNA;44.851414, 11.558751
600585;371;CASSANA CHIESA;VIA MODENA 583;CASSANA;600;FUORI BOLOGNA;44.851414, 11.558751
600585;550;CASSANA CHIESA;VIA MODENA 583;CASSANA;600;FUORI BOLOGNA;44.851414, 11.558751
600585;396;CASSANA CHIESA;VIA MODENA 583;CASSANA;600;FUORI BOLOGNA;44.851414, 11.558751
600586;6;MODENA CARABINIERI;VIA MODENA 412;CASSANA;600;FUORI BOLOGNA;44.852513, 11.554699
600587;390;VIA SANTA MARIA DEGLI ANG;VIA SANTA MARIA DEGLI ANGELI 1;FERRARA;600;FUORI BOLOGNA;44.847743, 11.620936
600589;9;VIA PONTEGRADELLA ITIS;VIA PONTEGRADELLA 31;FERRARA;600;FUORI BOLOGNA;44.82987, 11.643769
600589;314;VIA PONTEGRADELLA ITIS;VIA PONTEGRADELLA 31;FERRARA;600;FUORI BOLOGNA;44.82987, 11.643769
600591;311;DARSENA IV NOVEMBRE;VIA DARSENA 150;FERRARA;600;FUORI BOLOGNA;44.835753, 11.605982
600591;2;DARSENA IV NOVEMBRE;VIA DARSENA 150;FERRARA;600;FUORI BOLOGNA;44.835753, 11.605982
600591;331;DARSENA IV NOVEMBRE;VIA DARSENA 150;FERRARA;600;FUORI BOLOGNA;44.835753, 11.605982
600591;326;DARSENA IV NOVEMBRE;VIA DARSENA 150;FERRARA;600;FUORI BOLOGNA;44.835753, 11.605982
600592;311;DARSENA SAN GIACOMO;VIA DARSENA 168;FERRARA;600;FUORI BOLOGNA;44.836897, 11.603592
600592;314;DARSENA SAN GIACOMO;VIA DARSENA 168;FERRARA;600;FUORI BOLOGNA;44.836897, 11.603592
600592;310;DARSENA SAN GIACOMO;VIA DARSENA 168;FERRARA;600;FUORI BOLOGNA;44.836897, 11.603592
600592;331;DARSENA SAN GIACOMO;VIA DARSENA 168;FERRARA;600;FUORI BOLOGNA;44.836897, 11.603592
600592;312;DARSENA SAN GIACOMO;VIA DARSENA 168;FERRARA;600;FUORI BOLOGNA;44.836897, 11.603592
600592;322;DARSENA SAN GIACOMO;VIA DARSENA 168;FERRARA;600;FUORI BOLOGNA;44.836897, 11.603592
600593;312;DARSENA IV NOVEMBRE;VIA DARSENA 67C;FERRARA;600;FUORI BOLOGNA;44.83563, 11.60585
600593;311;DARSENA IV NOVEMBRE;VIA DARSENA 67C;FERRARA;600;FUORI BOLOGNA;44.83563, 11.60585
600593;331;DARSENA IV NOVEMBRE;VIA DARSENA 67C;FERRARA;600;FUORI BOLOGNA;44.83563, 11.60585
600594;311;DARSENA SAN GIACOMO;VIA DARSENA CIV 77;FERRARA;600;FUORI BOLOGNA;44.836775, 11.603409
600594;394;DARSENA SAN GIACOMO;VIA DARSENA CIV 77;FERRARA;600;FUORI BOLOGNA;44.836775, 11.603409
600594;2;DARSENA SAN GIACOMO;VIA DARSENA CIV 77;FERRARA;600;FUORI BOLOGNA;44.836775, 11.603409
600595;13;KALLETHEA;VIA KALLETHEA 1;MALBORGHETTO DI BOARA;600;FUORI BOLOGNA;44.864239, 11.648052
600595;7;KALLETHEA;VIA KALLETHEA 1;MALBORGHETTO DI BOARA;600;FUORI BOLOGNA;44.864239, 11.648052
600598;13;AGRIFOGLIO FORMIA;;MALBORGHETTO DI BOARA;600;FUORI BOLOGNA;44.862754, 11.647287
600598;7;AGRIFOGLIO FORMIA;;MALBORGHETTO DI BOARA;600;FUORI BOLOGNA;44.862754, 11.647287
600599;7;CALZOLAI ZANATTA;VIA DEI CALZOLAI 19;FERRARA;600;FUORI BOLOGNA;44.846609, 11.638929
600599;13;CALZOLAI ZANATTA;VIA DEI CALZOLAI 19;FERRARA;600;FUORI BOLOGNA;44.846609, 11.638929
600600;13;CALZOLAI ZANATTA;VIA DEI CALZOLAI FR. 19;FERRARA;600;FUORI BOLOGNA;44.846607, 11.639018
600601;7;GIOVANNI XXIII;via GIOVANNI XXIII 36;FERRARA;600;FUORI BOLOGNA;44.841904, 11.637234
600602;1;GIOVANNI XXIII;VIA GIOVANNI XXIII 55;FERRARA;600;FUORI BOLOGNA;44.842004, 11.637947
600608;7;VIA FAVERO FR 42;VIA MAFALDA FAVERO FR. 42;FERRARA;600;FUORI BOLOGNA;44.840808, 11.644118
600609;7;VIA FAVERO;VIA MAFALDA FAVERO 3;FERRARA;600;FUORI BOLOGNA;44.840402, 11.64105
600611;4;FABBRI;VIA G.FABBRI 225;FERRARA;600;FUORI BOLOGNA;44.825596, 11.6183
600617;9;ELIGIO MARI;;FERRARA;600;FUORI BOLOGNA;44.828747, 11.650245
600618;314;PORTA MARE MORTARA;CSO PORTA MARE 127;FERRARA;600;FUORI BOLOGNA;44.841043, 11.632779
600618;311;PORTA MARE MORTARA;CSO PORTA MARE 127;FERRARA;600;FUORI BOLOGNA;44.841043, 11.632779
600618;390;PORTA MARE MORTARA;CSO PORTA MARE 127;FERRARA;600;FUORI BOLOGNA;44.841043, 11.632779
600620;1;CEDRI SAN CONTARDO D`ESTE;VIA DEI CEDRI 26;FERRARA;600;FUORI BOLOGNA;44.83344, 11.644312
600621;392;SUSSIDIARIA ITI;;FERRARA;600;FUORI BOLOGNA;44.829532, 11.642817
600622;1;VIA DEI CEDRI 2/A;VIA DEI CEDRI 2-A;FERRARA;600;FUORI BOLOGNA;44.834359, 11.641925
600628;390;VIA AEROPORTO 2/B;VIA DELL`AEROPORTO 2/B;FERRARA;600;FUORI BOLOGNA;44.821158, 11.606095
600629;390;VIA AEROPORTO 5;VIA DELL`AEROPORTO 5;FERRARA;600;FUORI BOLOGNA;44.820913, 11.606552
600630;390;VIA AEROPORTO 77;VIA DELL`AEROPORTO 77;FERRARA;600;FUORI BOLOGNA;44.818563, 11.610519
600632;390;VIA AEROPORTO 91;VIA DELL`AEROPORTO 91;FERRARA;600;FUORI BOLOGNA;44.818217, 11.611098
600633;390;AEROCLUB;;FERRARA;600;FUORI BOLOGNA;44.81485, 11.614626
600634;390;FERRARA - AUTOSTAZIONE VI;;FERRARA;600;FUORI BOLOGNA;44.842333, 11.601268
600634;360;FERRARA - AUTOSTAZIONE VI;;FERRARA;600;FUORI BOLOGNA;44.842333, 11.601268
600634;371;FERRARA - AUTOSTAZIONE VI;;FERRARA;600;FUORI BOLOGNA;44.842333, 11.601268
600634;375;FERRARA - AUTOSTAZIONE VI;;FERRARA;600;FUORI BOLOGNA;44.842333, 11.601268
600634;550;FERRARA - AUTOSTAZIONE VI;;FERRARA;600;FUORI BOLOGNA;44.842333, 11.601268
600635;389;FACOLTA` DI INGEGNERIA;VIA ARGINE DUCALE;FERRARA;600;FUORI BOLOGNA;44.835854, 11.599585
600637;6;CONA BV CIMITERO;VIA COMACCHIO 1079;CONA;600;FUORI BOLOGNA;44.805206, 11.711595
600637;323;CONA BV CIMITERO;VIA COMACCHIO 1079;CONA;600;FUORI BOLOGNA;44.805206, 11.711595
600638;323;CONA BV CIMITERO;VIA COMACCHIO 1079;CONA;600;FUORI BOLOGNA;44.805066, 11.712182
600642;323;QUARTESANA PONTE RIGO [93;VIA PONTE RIGO 163;QUARTESANA;620;FUORI BOLOGNA;44.809461, 11.74934
600646;;CODREA VIA TRAVERSA;VIA TAMBELLINA;FERRARA;620;FUORI BOLOGNA;44.822008, 11.715975
600648;;CODREA ARCI;VIA TAMBELLINA 87;CODREA;620;FUORI BOLOGNA;44.816905, 11.715925
600650;322;CONA TAMBELLINA [919];VIA TAMBELLINA 326;CONA;600;FUORI BOLOGNA;44.806641, 11.710296
600659;322;BIVIO VILLANOVA;VIA POMPOSA;FERRARA;621;FUORI BOLOGNA;44.819708, 11.807275
600660;326;BIVIO VILLANOVA;VIA POMPOSA;FERRARA;621;FUORI BOLOGNA;44.819343, 11.808573
600661;326;BIVIO ALBAREA;VIA DEL MARE F522;FERRARA;620;FUORI BOLOGNA;44.824117, 11.789363
600661;322;BIVIO ALBAREA;VIA DEL MARE F522;FERRARA;620;FUORI BOLOGNA;44.824117, 11.789363
600662;322;BIVIO ALBAREA;VIA DEL MARE 477;FERRARA;620;FUORI BOLOGNA;44.823853, 11.790236
600663;326;PAROLINO;VIA DEL MARE 461;FERRARA;620;FUORI BOLOGNA;44.825588, 11.778151
600665;320;BIVIO FOCOMORTO;VIA DEL MARE 260;FERRARA;600;FUORI BOLOGNA;44.826093, 11.675284
600666;326;BIVIO FOCOMORTO;VIA DEL MARE F260;FERRARA;600;FUORI BOLOGNA;44.826085, 11.67484
600667;326;LA VIGNA;VIA DEL MARE 276;FERRARA;600;FUORI BOLOGNA;44.82643, 11.679334
600667;320;LA VIGNA;VIA DEL MARE 276;FERRARA;600;FUORI BOLOGNA;44.82643, 11.679334
600668;326;LA VIGNA;VIA DEL MARE F278;FERRARA;600;FUORI BOLOGNA;44.826525, 11.679857
600670;320;CASA BIANCA;VIA DEL MARE 296;FERRARA;600;FUORI BOLOGNA;44.826956, 11.685684
600670;321;CASA BIANCA;VIA DEL MARE 296;FERRARA;600;FUORI BOLOGNA;44.826956, 11.685684
600671;320;CASA BIANCA;VIA DEL MARE 273;FERRARA;600;FUORI BOLOGNA;44.826972, 11.684976
600672;326;CASA MAGRINI;VIA DEL MARE 314;FERRARA;620;FUORI BOLOGNA;44.827147, 11.701619
600674;326;BIVIO CODREA;VIA POMPOSA;FERRARA;620;FUORI BOLOGNA;44.826943, 11.71665
600675;326;BIVIO CODREA;VIA POMPOSA;FERRARA;620;FUORI BOLOGNA;44.826966, 11.716448
600675;322;BIVIO CODREA;VIA POMPOSA;FERRARA;620;FUORI BOLOGNA;44.826966, 11.716448
600676;326;PALAZZINA;VIA DEL MARE 344;FERRARA;620;FUORI BOLOGNA;44.826823, 11.726599
600679;326;BIVIO CONTRAPO`;VIA DEL MARE 369;FERRARA;620;FUORI BOLOGNA;44.826835, 11.735493
600679;322;BIVIO CONTRAPO`;VIA DEL MARE 369;FERRARA;620;FUORI BOLOGNA;44.826835, 11.735493
600683;322;BIVIO VICONOVO;VIA DEL MARE F407;FERRARA;620;FUORI BOLOGNA;44.827117, 11.754063
600683;326;BIVIO VICONOVO;VIA DEL MARE F407;FERRARA;620;FUORI BOLOGNA;44.827117, 11.754063
600684;326;BIVIO VICONOVO;VIA DEL MARE 401;FERRARA;620;FUORI BOLOGNA;44.827175, 11.753535
600685;322;VIA DEL MARE 441;VIA DEL MARE 436;FERRARA;620;FUORI BOLOGNA;44.825851, 11.773635
600685;326;VIA DEL MARE 441;VIA DEL MARE 436;FERRARA;620;FUORI BOLOGNA;44.825851, 11.773635
600686;326;VIA DEL MARE 441;VIA DEL MARE 441;FERRARA;620;FUORI BOLOGNA;44.826097, 11.770181
600686;322;VIA DEL MARE 441;VIA DEL MARE 441;FERRARA;620;FUORI BOLOGNA;44.826097, 11.770181
600688;320;BIVIO DENORE VIA MASSAFIS;VIA MASSAFISCAGLIA 537;FERRARA;621;FUORI BOLOGNA;44.835466, 11.824994
600689;320;DENORE;VIA MASSAFISCAGLIA F543;DENORE;621;FUORI BOLOGNA;44.83199, 11.831947
600695;320;BORGO TARAPINO;FERRARA - FORMIGNANA 241;FERRARA;620;FUORI BOLOGNA;44.843679, 11.739947
600696;314;RIZZONE;VIA DELL`UNIONE 233;FERRARA;610;FUORI BOLOGNA;44.862119, 11.725519
600697;321;BORGO TARAPINO;FERRARA - FORMIGNANA F249;FERRARA;620;FUORI BOLOGNA;44.843805, 11.740687
600699;320;BORGO FEROCI;FERRARA - FORMIGNANA F215;FERRARA;620;FUORI BOLOGNA;44.842118, 11.73485
600700;320;CONTRAPO`;FERRARA - FORMIGNANA 93;CONTRAP+Æ;620;FUORI BOLOGNA;44.842185, 11.723364
600702;320;BIVIO BAURA;VIA TAMBELLINA 58;FERRARA;620;FUORI BOLOGNA;44.838029, 11.718714
600703;320;BIVIO BAURA;VIA TAMBELLINA F58;FERRARA;620;FUORI BOLOGNA;44.8382, 11.718735
600703;321;BIVIO BAURA;VIA TAMBELLINA F58;FERRARA;620;FUORI BOLOGNA;44.8382, 11.718735
600705;321;CONTRAPO` BIVIO CODREA;VIA TAMBELLINA;FERRARA;620;FUORI BOLOGNA;44.827537, 11.715881
600710;320;ALFONSO D`ESTE MEDAGLIE D;VIALE ALFONSO I D`ESTE;FERRARA;600;FUORI BOLOGNA;44.831167, 11.63281
600710;6;ALFONSO D`ESTE MEDAGLIE D;VIALE ALFONSO I D`ESTE;FERRARA;600;FUORI BOLOGNA;44.831167, 11.63281
600710;312;ALFONSO D`ESTE MEDAGLIE D;VIALE ALFONSO I D`ESTE;FERRARA;600;FUORI BOLOGNA;44.831167, 11.63281
600710;342;ALFONSO D`ESTE MEDAGLIE D;VIALE ALFONSO I D`ESTE;FERRARA;600;FUORI BOLOGNA;44.831167, 11.63281
600711;346;MONTALBANO;VIA BOLOGNA FR 1153;FERRARA;643;FUORI BOLOGNA;44.755337, 11.575022
600713;356;RUSTICI;VIA BOLOGNA FR 1421;FERRARA;643;FUORI BOLOGNA;44.746917, 11.573979
600716;314;CORREGGIO STAZIONE;VIA DELL`UNIONE 215;FERRARA;610;FUORI BOLOGNA;44.865604, 11.72619
600717;346;S.P.I. DEPOSITO METANO;VIA BOLOGNA 1453;FERRARA;643;FUORI BOLOGNA;44.740489, 11.568388
600722;346;BIVIO PASSO SEGNI;VIA IMPERIALE;BARICELLA;631;FUORI BOLOGNA;44.70727, 11.597442
600724;345;GAIBANELLA SAN DOMENICO;SP65 - VIA RAVENNA 577-579;FERRARA;630;FUORI BOLOGNA;44.761385, 11.658736
600725;345;GAIBANELLA SAN DOMENICO;SP 65 - VIA RAVENNA 986;FERRARA;630;FUORI BOLOGNA;44.761201, 11.6585
600726;345;FOSSANOVA CA` VECIA;VIA RAVENNA 419;FOSSANOVA SAN MARCO;600;FUORI BOLOGNA;44.789651, 11.629997
600727;344;FOSSANOVA CA` VECIA;VIA RAVENNA 576-578;FERRARA;600;FUORI BOLOGNA;44.789279, 11.629753
600727;345;FOSSANOVA CA` VECIA;VIA RAVENNA 576-578;FERRARA;600;FUORI BOLOGNA;44.789279, 11.629753
600731;344;VIA RAVENNA MULINO;VIA RAVENNA 544;FERRARA;600;FUORI BOLOGNA;44.796169, 11.62999
600732;344;VIA RAVENNA MULINO;VIA RAVENNA 305;FERRARA;600;FUORI BOLOGNA;44.796938, 11.630202
600733;344;FOSSANOVA SAN MARCO;VIA RAVENNA 620;FERRARA;600;FUORI BOLOGNA;44.785861, 11.629218
600734;345;FOSSANOVA SAN MARCO;VIA RAVENNA F614;FOSSANOVA SAN MARCO;600;FUORI BOLOGNA;44.786101, 11.629343
600734;344;FOSSANOVA SAN MARCO;VIA RAVENNA F614;FOSSANOVA SAN MARCO;600;FUORI BOLOGNA;44.786101, 11.629343
600736;344;COLOMBINA;VIA RAVENNA F774;GAIBANELLA;630;FUORI BOLOGNA;44.770537, 11.649577
600738;345;GAIBANELLA;FERRARA - CONSANDOLO 567;GAIBANELLA;630;FUORI BOLOGNA;44.764799, 11.65591
600740;345;GAIBANA;FERRARA - CONSANDOLO 1052;FERRARA;630;FUORI BOLOGNA;44.753429, 11.655162
600740;344;GAIBANA;FERRARA - CONSANDOLO 1052;FERRARA;630;FUORI BOLOGNA;44.753429, 11.655162
600741;344;GAIBANA;FERRARA - CONSANDOLO F1048;GAIBANA;630;FUORI BOLOGNA;44.753498, 11.655266
600743;344;OLTREMARE;FERRARA - CONSANDOLO 697;FERRARA;630;FUORI BOLOGNA;44.746246, 11.659355
600743;345;OLTREMARE;FERRARA - CONSANDOLO 697;FERRARA;630;FUORI BOLOGNA;44.746246, 11.659355
600744;344;PONTE ZANARDI;FERRARA - CONSANDOLO F37;FERRARA;631;FUORI BOLOGNA;44.738637, 11.675236
600745;344;PONTE ZANARDI;FERRARA - CONSANDOLO 39;FERRARA;630;FUORI BOLOGNA;44.738762, 11.674901
600746;345;MONESTIROLO FRIGO;FERRARA - CONSANDOLO 32;MONESTIROLO;631;FUORI BOLOGNA;44.737013, 11.681148
600747;344;MONESTIROLO FRIGO;CONSANDOLO F28;FERRARA;631;FUORI BOLOGNA;44.737085, 11.680797
600747;345;MONESTIROLO FRIGO;CONSANDOLO F28;FERRARA;631;FUORI BOLOGNA;44.737085, 11.680797
600748;345;MONESTIROLO;CONSANDOLO 110;MONESTIROLO;631;FUORI BOLOGNA;44.734297, 11.690974
600749;344;MONESTIROLO;CONSANDOLO 65;MONESTIROLO;631;FUORI BOLOGNA;44.735362, 11.689723
600752;345;BIVIO MARRARA - BORGO CON;FERRARA - CONSANDOLO 85;FERRARA;631;FUORI BOLOGNA;44.726381, 11.69264
600752;344;BIVIO MARRARA - BORGO CON;FERRARA - CONSANDOLO 85;FERRARA;631;FUORI BOLOGNA;44.726381, 11.69264
600753;345;MARRARA;VIA DELLA CEMBALINA 15;MARRARA;631;FUORI BOLOGNA;44.723008, 11.685639
600754;6;POROTTO;DI SAN MATTEO DELLA DECIMA 8;POROTTO;600;FUORI BOLOGNA;44.852122, 11.550455
600761;9;PONTEGRADELLA - PASSERELL;FORMIGNANA F137;FERRARA;600;FUORI BOLOGNA;44.834386, 11.652439
600762;344;BORGO GARBINI;VIA RAVENNA 344;FERRARA;600;FUORI BOLOGNA;44.809019, 11.635266
600763;360;CA BIANCHINA;VIA CATENA 17;FERRARA;600;FUORI BOLOGNA;44.837676, 11.559205
600763;396;CA BIANCHINA;VIA CATENA 17;FERRARA;600;FUORI BOLOGNA;44.837676, 11.559205
600764;396;HOTEL CATENA;VIA CATENA 56;FONDO RENO;600;FUORI BOLOGNA;44.834191, 11.556027
600765;360;HOTEL CATENA;VIA CATENA 21;FERRARA;600;FUORI BOLOGNA;44.834381, 11.55639
600766;396;CA RINALDA;VIA CATENA 70;FONDO RENO;600;FUORI BOLOGNA;44.828908, 11.55153
600767;360;CA RINALDA;VIA CATENA 35;FONDO RENO;600;FUORI BOLOGNA;44.829214, 11.551961
600768;360;FONDORENO;VIA CATENA 94;FONDO RENO;600;FUORI BOLOGNA;44.824542, 11.54791
600770;360;VIA CIVETTA;VIA CIVETTA 15;FERRARA;600;FUORI BOLOGNA;44.826858, 11.541738
600770;396;VIA CIVETTA;VIA CIVETTA 15;FERRARA;600;FUORI BOLOGNA;44.826858, 11.541738
600772;360;BIVIO VIA LADINO;VIA CIVETTA 1;FERRARA;600;FUORI BOLOGNA;44.8282, 11.538495
600774;360;BIVIO VIA LADINO;VIA CIVETTA 8;FERRARA;600;FUORI BOLOGNA;44.827996, 11.538752
600774;396;BIVIO VIA LADINO;VIA CIVETTA 8;FERRARA;600;FUORI BOLOGNA;44.827996, 11.538752
600782;361;TORRE UCCELLINO;VIA POGGIO RENATICO 88;FERRARA;647;FUORI BOLOGNA;44.784701, 11.559883
600783;374;VIA ERIDANO;VIA ERIDANO 2;FERRARA;600;FUORI BOLOGNA;44.849163, 11.589491
600788;374;CAMPO LODI - CASELLO FERR;VIA ERIDANO;FERRARA;600;FUORI BOLOGNA;44.867641, 11.572952
600795;374;CA GUIRINA;BONDENO - FERRARA 79;FERRARA;662;FUORI BOLOGNA;44.889992, 11.552155
600799;374;CASAGLIA SCUOLE;VIA RANUZZI FR 111;CASAGLIA;662;FUORI BOLOGNA;44.901182, 11.540402
600801;374;CASAGLIA;VIA RANUZZI 16;CASAGLIA;662;FUORI BOLOGNA;44.900849, 11.535143
600806;374;LA MOTTA;VIA BECCARI 115 - 200M DAL BV VIA FIORIL;CASAGLIA;662;FUORI BOLOGNA;44.907177, 11.526668
600807;374;CA VIDARA;VIA BECCARI FR 181;FERRARA;662;FUORI BOLOGNA;44.912451, 11.519793
600810;374;RAVALLE CHIESA;BONDENO - FERRARA 219;RAVALLE;662;FUORI BOLOGNA;44.926918, 11.51281
600811;374;RAVALLE;BONDENO - FERRARA 14;FERRARA;662;FUORI BOLOGNA;44.928834, 11.509206
600812;374;RAVALLE;VIA CARLO MARTELLI;RAVALLE;662;FUORI BOLOGNA;44.928826, 11.509155
600813;374;BORGATA SABBIONI;BONDENO - FERRARA 188;FERRARA;662;FUORI BOLOGNA;44.93236, 11.502326
600815;374;CASTELFRANCO - EX MULINO;BONDENO - FERRARA 236;FERRARA;662;FUORI BOLOGNA;44.930626, 11.496839
600816;374;CASTELFRANCO;BONDENO - FERRARA 215;RAVALLE;662;FUORI BOLOGNA;44.931139, 11.497267
