date;region;new_visitors;returning_visitors
2020-09-17;Facoltà Di Giurisprudenza;3291;7585
2020-09-20;Facoltà Di Giurisprudenza;6341;7204
2020-09-22;Facoltà Di Giurisprudenza;4397;8178
2020-09-23;Facoltà Di Giurisprudenza;5580;9537
2020-09-26;Facoltà Di Giurisprudenza;8498;10691
2020-09-27;Facoltà Di Giurisprudenza;6897;7666
2020-09-28;Facoltà Di Giurisprudenza;3732;8728
2020-09-29;Facoltà Di Giurisprudenza;4595;10090
2020-09-03;Piazza Rossini (Palazzo Malvezzi);3217;5503
2020-09-06;Piazza Rossini (Palazzo Malvezzi);4390;5260
2020-09-10;Piazza Rossini (Palazzo Malvezzi);3432;6467
2020-09-19;Piazza Rossini (Palazzo Malvezzi);6530;8981
2020-09-21;Piazza Rossini (Palazzo Malvezzi);3842;7389
2020-09-26;Piazza Rossini (Palazzo Malvezzi);7334;10817
2020-09-29;Piazza Rossini (Palazzo Malvezzi);4641;11400
2020-09-03;2 Torri (Inizio Portico Via Zamboni);4243;6141
2020-09-04;2 Torri (Inizio Portico Via Zamboni);5982;7235
2020-09-08;2 Torri (Inizio Portico Via Zamboni);5080;6519
2020-09-09;2 Torri (Inizio Portico Via Zamboni);5494;6875
2020-09-14;2 Torri (Inizio Portico Via Zamboni);4340;7371
2020-09-15;2 Torri (Inizio Portico Via Zamboni);3906;7582
2020-09-17;2 Torri (Inizio Portico Via Zamboni);3917;8424
2020-09-19;2 Torri (Inizio Portico Via Zamboni);8585;9518
2020-09-24;2 Torri (Inizio Portico Via Zamboni);4394;9266
2020-09-25;2 Torri (Inizio Portico Via Zamboni);6917;9255
2020-09-26;2 Torri (Inizio Portico Via Zamboni);10367;10652
2020-10-10;Porta San Donato;9063;19517
2020-10-18;Porta San Donato;5357;12682
2020-10-20;Porta San Donato;4958;16298
2020-10-25;Porta San Donato;5250;12411
2020-10-27;Porta San Donato;4149;13798
2020-10-02;Piazza Puntoni (Via Zamboni);0;-2
2020-10-03;Piazza Puntoni (Via Zamboni);0;-2
2020-10-06;Piazza Puntoni (Via Zamboni);0;0
2020-10-10;Piazza Puntoni (Via Zamboni);0;0
2020-10-22;Piazza Puntoni (Via Zamboni);0;0
2020-10-23;Piazza Puntoni (Via Zamboni);0;0
2020-10-25;Piazza Puntoni (Via Zamboni);0;0
2020-10-28;Piazza Puntoni (Via Zamboni);0;0
2020-10-29;Piazza Puntoni (Via Zamboni);0;0
2020-10-30;Piazza Puntoni (Via Zamboni);0;0
2020-10-31;Piazza Puntoni (Via Zamboni);0;0
2020-10-10;Via San Giacomo;5118;9047
2020-10-12;Via San Giacomo;2841;8579
2020-10-17;Via San Giacomo;4182;8059
2020-10-18;Via San Giacomo;2878;5510
2020-10-20;Via San Giacomo;2363;9270
2020-10-23;Via San Giacomo;2314;8793
2020-10-29;Via San Giacomo;3029;7068
2020-10-30;Via San Giacomo;3260;7018
2020-10-01;Piazza Scaravilli;2537;6209
2020-10-04;Piazza Scaravilli;1782;3185
2020-10-07;Piazza Scaravilli;2670;7100
2020-10-08;Piazza Scaravilli;2230;7215
2020-10-09;Piazza Scaravilli;2655;6389
2020-10-10;Piazza Scaravilli;2533;4274
2020-10-15;Piazza Scaravilli;1172;5658
2020-10-22;Piazza Scaravilli;2019;5967
2020-10-24;Piazza Scaravilli;2215;3501
2020-10-26;Piazza Scaravilli;3373;4583
2020-10-31;Piazza Scaravilli;2261;2968
2020-10-02;Palazzo Poggi;2752;6738
2020-10-07;Palazzo Poggi;3084;8969
2020-10-11;Palazzo Poggi;0;0
2020-10-13;Palazzo Poggi;2680;8442
2020-10-16;Palazzo Poggi;2735;6898
2020-10-18;Palazzo Poggi;0;0
2020-10-19;Palazzo Poggi;1956;7111
2020-10-20;Palazzo Poggi;1822;7268
2020-10-24;Palazzo Poggi;891;1609
2020-10-05;Via Del Guasto;1615;5011
2020-10-08;Via Del Guasto;1799;5639
2020-10-10;Via Del Guasto;2041;4859
2020-10-11;Via Del Guasto;1011;2587
2020-10-12;Via Del Guasto;1641;4573
2020-10-13;Via Del Guasto;1548;5626
2020-10-14;Via Del Guasto;1288;4684
2020-10-18;Via Del Guasto;949;2807
2020-10-21;Via Del Guasto;1629;4969
2020-10-25;Via Del Guasto;679;2945
2020-10-27;Via Del Guasto;947;4033
2020-10-02;Piazza Verdi;6401;12634
2020-10-05;Piazza Verdi;5570;11106
2020-10-06;Piazza Verdi;4713;12486
2020-10-08;Piazza Verdi;6744;13629
2020-10-10;Piazza Verdi;10460;14636
2020-10-12;Piazza Verdi;5011;10233
2020-10-13;Piazza Verdi;5443;11692
2020-10-18;Piazza Verdi;5491;8648
2020-10-19;Piazza Verdi;3864;10208
2020-10-23;Piazza Verdi;4886;11155
2020-10-24;Piazza Verdi;5618;10645
2020-10-26;Piazza Verdi;3168;8735
2020-10-27;Piazza Verdi;2604;8531
2020-10-29;Piazza Verdi;3443;8711
2020-10-30;Piazza Verdi;3607;8941
2020-10-01;Facoltà Di Giurisprudenza;4639;10201
2020-10-05;Facoltà Di Giurisprudenza;4589;8991
2020-10-06;Facoltà Di Giurisprudenza;3948;9936
2020-10-07;Facoltà Di Giurisprudenza;3946;10119
2020-10-14;Facoltà Di Giurisprudenza;3380;8128
2020-10-15;Facoltà Di Giurisprudenza;3662;8361
2020-10-20;Facoltà Di Giurisprudenza;3174;8708
2020-10-22;Facoltà Di Giurisprudenza;2834;8654
2020-10-28;Facoltà Di Giurisprudenza;1911;6993
2020-10-31;Facoltà Di Giurisprudenza;3404;6646
2020-10-01;Piazza Rossini (Palazzo Malvezzi);4191;11363
2020-10-02;Piazza Rossini (Palazzo Malvezzi);5592;11282
2020-10-08;Piazza Rossini (Palazzo Malvezzi);4322;12329
2020-10-09;Piazza Rossini (Palazzo Malvezzi);5333;12840
2020-10-11;Piazza Rossini (Palazzo Malvezzi);3247;6732
2020-10-13;Piazza Rossini (Palazzo Malvezzi);3908;10599
2020-10-15;Piazza Rossini (Palazzo Malvezzi);2853;9504
2020-10-17;Piazza Rossini (Palazzo Malvezzi);7186;11388
2020-10-18;Piazza Rossini (Palazzo Malvezzi);4621;7674
2020-10-20;Piazza Rossini (Palazzo Malvezzi);3168;10308
2020-10-26;Piazza Rossini (Palazzo Malvezzi);2247;7996
2020-10-27;Piazza Rossini (Palazzo Malvezzi);2327;7917
2020-10-30;Piazza Rossini (Palazzo Malvezzi);2475;8062
2020-10-01;2 Torri (Inizio Portico Via Zamboni);5027;9696
2020-10-02;2 Torri (Inizio Portico Via Zamboni);5377;9932
2020-10-05;2 Torri (Inizio Portico Via Zamboni);4893;8640
2020-10-16;2 Torri (Inizio Portico Via Zamboni);4440;9205
2020-10-19;2 Torri (Inizio Portico Via Zamboni);3508;7856
2020-10-27;2 Torri (Inizio Portico Via Zamboni);2863;6713
2020-10-28;2 Torri (Inizio Portico Via Zamboni);2203;7036
2020-10-31;2 Torri (Inizio Portico Via Zamboni);3963;6861
2020-11-01;Porta San Donato;2800;9048
2020-11-08;Porta San Donato;2885;7649
2020-11-10;Porta San Donato;3225;12124
2020-11-12;Porta San Donato;3262;12290
2020-11-16;Porta San Donato;2714;10289
2020-11-17;Porta San Donato;3193;11332
2020-11-22;Porta San Donato;2353;6216
2020-11-24;Porta San Donato;4233;12024
2020-11-01;Piazza Puntoni (Via Zamboni);0;0
2020-11-04;Piazza Puntoni (Via Zamboni);0;0
2020-11-05;Piazza Puntoni (Via Zamboni);0;0
2020-11-06;Piazza Puntoni (Via Zamboni);0;0
2020-11-08;Piazza Puntoni (Via Zamboni);0;0
2020-11-10;Piazza Puntoni (Via Zamboni);0;0
2020-11-11;Piazza Puntoni (Via Zamboni);0;0
2020-11-18;Piazza Puntoni (Via Zamboni);0;0
2020-11-19;Piazza Puntoni (Via Zamboni);0;0
2020-11-24;Piazza Puntoni (Via Zamboni);0;0
2020-11-27;Piazza Puntoni (Via Zamboni);0;0
2020-11-28;Piazza Puntoni (Via Zamboni);0;0
2020-11-03;Via San Giacomo;1638;6175
2020-11-04;Via San Giacomo;1745;6211
2020-11-05;Via San Giacomo;2383;6044
2020-11-15;Via San Giacomo;529;1798
2020-11-16;Via San Giacomo;994;3860
2020-11-17;Via San Giacomo;1907;5100
2020-11-29;Via San Giacomo;587;1816
2020-11-01;Piazza Scaravilli;749;1704
2020-11-03;Piazza Scaravilli;907;3780
2020-11-06;Piazza Scaravilli;797;2972
2020-11-08;Piazza Scaravilli;509;1510
2020-11-09;Piazza Scaravilli;1360;3191
2020-11-12;Piazza Scaravilli;921;3136
2020-11-13;Piazza Scaravilli;951;3118
2020-11-16;Piazza Scaravilli;434;2437
2020-11-17;Piazza Scaravilli;1142;3202
2020-11-24;Piazza Scaravilli;727;3353
2020-11-27;Piazza Scaravilli;778;3345
2020-11-28;Piazza Scaravilli;595;1771
2020-11-30;Piazza Scaravilli;888;3230
2020-11-01;Palazzo Poggi;0;0
2020-11-02;Palazzo Poggi;1144;4983
2020-11-03;Palazzo Poggi;1349;5175
2020-11-04;Palazzo Poggi;1264;5175
2020-11-06;Palazzo Poggi;1209;4211
2020-11-07;Palazzo Poggi;437;1427
2020-11-13;Palazzo Poggi;949;4347
2020-11-15;Palazzo Poggi;0;0
2020-11-16;Palazzo Poggi;699;3334
2020-11-18;Palazzo Poggi;964;4080
2020-11-20;Palazzo Poggi;515;3624
2020-11-27;Palazzo Poggi;961;4773
2020-11-28;Palazzo Poggi;277;1229
2020-11-30;Palazzo Poggi;1237;4359
2020-11-03;Via Del Guasto;896;3355
2020-11-04;Via Del Guasto;965;3400
2020-11-05;Via Del Guasto;1286;3318
2020-11-09;Via Del Guasto;587;3064
2020-11-12;Via Del Guasto;512;2993
2020-11-13;Via Del Guasto;479;3021
2020-11-20;Via Del Guasto;467;2464
2020-11-21;Via Del Guasto;241;1890
2020-11-25;Via Del Guasto;405;2989
2020-11-27;Via Del Guasto;406;3124
2020-11-29;Via Del Guasto;230;962
2020-11-30;Via Del Guasto;774;2774
2020-11-05;Piazza Verdi;2433;7499
2020-11-06;Piazza Verdi;2613;7265
2020-11-07;Piazza Verdi;2226;6510
2020-11-08;Piazza Verdi;2416;5119
2020-11-11;Piazza Verdi;2012;6585
2020-11-17;Piazza Verdi;1140;5938
2020-11-18;Piazza Verdi;1502;5780
2020-11-21;Piazza Verdi;1513;5014
2020-11-25;Piazza Verdi;1498;6602
2020-11-27;Piazza Verdi;1656;6888
2020-11-28;Piazza Verdi;1684;4994
2020-11-01;Facoltà Di Giurisprudenza;2699;4153
2020-11-02;Facoltà Di Giurisprudenza;2132;5693
2020-11-08;Facoltà Di Giurisprudenza;1582;3957
2020-11-10;Facoltà Di Giurisprudenza;2855;5509
2020-11-11;Facoltà Di Giurisprudenza;2323;5205
2020-11-17;Facoltà Di Giurisprudenza;1448;4943
2020-11-19;Facoltà Di Giurisprudenza;1135;4656
2020-11-22;Facoltà Di Giurisprudenza;961;2808
2020-11-23;Facoltà Di Giurisprudenza;1477;4778
2020-11-01;Piazza Rossini (Palazzo Malvezzi);2340;4286
2020-11-02;Piazza Rossini (Palazzo Malvezzi);2241;6678
2020-11-04;Piazza Rossini (Palazzo Malvezzi);2139;6915
2020-11-05;Piazza Rossini (Palazzo Malvezzi);2040;6866
2020-11-08;Piazza Rossini (Palazzo Malvezzi);1448;4139
2020-11-09;Piazza Rossini (Palazzo Malvezzi);1567;6102
2020-11-18;Piazza Rossini (Palazzo Malvezzi);1135;5269
2020-11-20;Piazza Rossini (Palazzo Malvezzi);946;5042
2020-11-22;Piazza Rossini (Palazzo Malvezzi);983;2979
2020-11-24;Piazza Rossini (Palazzo Malvezzi);1349;5918
2020-11-01;2 Torri (Inizio Portico Via Zamboni);3264;4520
2020-11-04;2 Torri (Inizio Portico Via Zamboni);2855;5984
2020-11-05;2 Torri (Inizio Portico Via Zamboni);2388;5980
2020-11-06;2 Torri (Inizio Portico Via Zamboni);2256;5954
2020-11-09;2 Torri (Inizio Portico Via Zamboni);1790;5184
2020-11-11;2 Torri (Inizio Portico Via Zamboni);1591;5545
2020-11-14;2 Torri (Inizio Portico Via Zamboni);3656;4976
2020-11-23;2 Torri (Inizio Portico Via Zamboni);1801;5097
2020-11-26;2 Torri (Inizio Portico Via Zamboni);1332;5184
2020-11-27;2 Torri (Inizio Portico Via Zamboni);1836;6072
2020-12-01;Porta San Donato;3981;11907
2020-12-03;Porta San Donato;3522;12010
2020-12-05;Porta San Donato;2593;9632
2020-12-11;Porta San Donato;4894;14494
2020-12-14;Porta San Donato;4610;13293
2020-12-17;Porta San Donato;5186;14562
2020-12-21;Porta San Donato;3997;12773
2020-12-26;Porta San Donato;711;2879
2020-12-28;Porta San Donato;2294;8228
2020-12-31;Porta San Donato;1489;5485
2020-12-01;Piazza Puntoni (Via Zamboni);0;0
2020-12-02;Piazza Puntoni (Via Zamboni);0;0
2020-12-04;Piazza Puntoni (Via Zamboni);0;0
2020-12-06;Piazza Puntoni (Via Zamboni);0;0
2020-12-07;Piazza Puntoni (Via Zamboni);0;0
2020-12-09;Piazza Puntoni (Via Zamboni);0;0
2020-12-13;Piazza Puntoni (Via Zamboni);0;0
2020-12-15;Piazza Puntoni (Via Zamboni);0;0
2020-12-20;Piazza Puntoni (Via Zamboni);0;0
2020-12-21;Piazza Puntoni (Via Zamboni);0;0
2020-12-22;Piazza Puntoni (Via Zamboni);0;0
2020-12-24;Piazza Puntoni (Via Zamboni);0;0
2020-12-26;Piazza Puntoni (Via Zamboni);0;0
2020-12-27;Piazza Puntoni (Via Zamboni);0;0
2020-12-30;Piazza Puntoni (Via Zamboni);0;0
2020-12-02;Via San Giacomo;763;3737
2020-12-04;Via San Giacomo;1448;5052
2020-12-07;Via San Giacomo;1393;4399
2020-12-10;Via San Giacomo;2554;5438
2020-12-12;Via San Giacomo;2955;4591
2020-12-13;Via San Giacomo;2728;3800
2020-12-15;Via San Giacomo;1566;5577
2020-12-17;Via San Giacomo;4265;5560
2020-12-20;Via San Giacomo;1149;2152
2020-12-21;Via San Giacomo;838;3571
2020-12-22;Via San Giacomo;1366;3616
2020-12-23;Via San Giacomo;1016;2861
2020-12-28;Via San Giacomo;463;1423
2020-12-29;Via San Giacomo;566;1766
2020-12-01;Piazza Scaravilli;1126;3034
2020-12-03;Piazza Scaravilli;1608;2816
2020-12-04;Piazza Scaravilli;819;2999
2020-12-07;Piazza Scaravilli;736;2428
2020-12-09;Piazza Scaravilli;685;3083
2020-12-10;Piazza Scaravilli;2986;3297
2020-12-13;Piazza Scaravilli;1686;2019
2020-12-17;Piazza Scaravilli;3464;3402
2020-12-20;Piazza Scaravilli;778;1212
2020-12-23;Piazza Scaravilli;693;1837
2020-12-24;Piazza Scaravilli;124;450
2020-12-26;Piazza Scaravilli;72;259
2020-12-28;Piazza Scaravilli;309;825
2020-12-01;Palazzo Poggi;0;106
2020-12-07;Palazzo Poggi;857;3426
2020-12-08;Palazzo Poggi;0;0
2020-12-10;Palazzo Poggi;2714;4196
2020-12-11;Palazzo Poggi;1047;4290
2020-12-12;Palazzo Poggi;56;432
2020-12-13;Palazzo Poggi;0;0
2020-12-15;Palazzo Poggi;1128;4857
2020-12-19;Palazzo Poggi;366;907
2020-12-20;Palazzo Poggi;0;0
2020-12-24;Palazzo Poggi;9;127
2020-12-29;Palazzo Poggi;4;126
2020-12-01;Via Del Guasto;499;2743
2020-12-03;Via Del Guasto;637;2502
2020-12-07;Via Del Guasto;0;0
2020-12-10;Via Del Guasto;0;0
2020-12-12;Via Del Guasto;0;0
2020-12-15;Via Del Guasto;0;0
2020-12-17;Via Del Guasto;812;3178
2020-12-18;Via Del Guasto;1124;2955
2020-12-21;Via Del Guasto;667;2112
2020-12-22;Via Del Guasto;686;2101
2020-12-24;Via Del Guasto;420;447
2020-12-25;Via Del Guasto;26;287
2020-12-26;Via Del Guasto;33;300
2020-12-27;Via Del Guasto;36;383
2020-12-28;Via Del Guasto;333;942
2020-12-29;Via Del Guasto;480;1122
2020-12-30;Via Del Guasto;384;1067
2020-12-02;Piazza Verdi;1339;4700
2020-12-06;Piazza Verdi;1991;4583
2020-12-08;Piazza Verdi;2334;4991
2020-12-15;Piazza Verdi;2214;7543
2020-12-16;Piazza Verdi;2595;7694
2020-12-17;Piazza Verdi;2836;7529
2020-12-20;Piazza Verdi;2037;4240
2020-12-21;Piazza Verdi;2004;5706
2020-12-30;Piazza Verdi;1234;3265
2020-12-02;Facoltà Di Giurisprudenza;1163;3833
2020-12-04;Facoltà Di Giurisprudenza;1939;5365
2020-12-05;Facoltà Di Giurisprudenza;935;3121
2020-12-11;Facoltà Di Giurisprudenza;1821;6317
2020-12-22;Facoltà Di Giurisprudenza;1853;5456
2020-12-24;Facoltà Di Giurisprudenza;546;1252
2020-12-27;Facoltà Di Giurisprudenza;333;1008
2020-12-29;Facoltà Di Giurisprudenza;1068;3127
2020-12-02;Piazza Rossini (Palazzo Malvezzi);1000;4213
2020-12-04;Piazza Rossini (Palazzo Malvezzi);1843;6007
2020-12-08;Piazza Rossini (Palazzo Malvezzi);1844;4140
2020-12-12;Piazza Rossini (Palazzo Malvezzi);2690;6087
2020-12-13;Piazza Rossini (Palazzo Malvezzi);3214;5162
2020-12-17;Piazza Rossini (Palazzo Malvezzi);2748;7159
2020-12-21;Piazza Rossini (Palazzo Malvezzi);1414;5608
2020-12-22;Piazza Rossini (Palazzo Malvezzi);1607;5809
2020-12-24;Piazza Rossini (Palazzo Malvezzi);531;1315
2020-12-25;Piazza Rossini (Palazzo Malvezzi);215;776
2020-12-29;Piazza Rossini (Palazzo Malvezzi);911;3284
2020-12-02;2 Torri (Inizio Portico Via Zamboni);714;2919
2020-12-11;2 Torri (Inizio Portico Via Zamboni);2245;6737
2020-12-13;2 Torri (Inizio Portico Via Zamboni);4829;5497
2020-12-16;2 Torri (Inizio Portico Via Zamboni);2766;6617
2020-12-25;2 Torri (Inizio Portico Via Zamboni);221;840
2020-12-30;2 Torri (Inizio Portico Via Zamboni);1343;3980
2019-08-04;Porta San Donato;3018;10703
2019-08-05;Porta San Donato;13819;2840
2019-08-07;Porta San Donato;8643;6235
2019-08-08;Porta San Donato;7033;7029
2019-08-09;Porta San Donato;7324;7703
2019-08-11;Porta San Donato;5729;5411
2019-08-12;Porta San Donato;4741;6096
2019-08-13;Porta San Donato;4649;6520
2019-08-17;Porta San Donato;5377;7806
2019-08-19;Porta San Donato;5196;7850
2019-08-20;Porta San Donato;5118;7932
2019-08-22;Porta San Donato;4974;8802
2019-08-25;Porta San Donato;5016;8566
2019-08-28;Porta San Donato;6419;12595
2019-08-01;Piazza Puntoni (Via Zamboni);1006;3958
2019-08-02;Piazza Puntoni (Via Zamboni);1129;3829
2019-08-05;Piazza Puntoni (Via Zamboni);3547;583
2019-08-07;Piazza Puntoni (Via Zamboni);1857;2015
2019-08-13;Piazza Puntoni (Via Zamboni);1392;1735
2019-08-17;Piazza Puntoni (Via Zamboni);1273;1785
2019-08-18;Piazza Puntoni (Via Zamboni);997;1615
2019-08-01;Via San Giacomo;1328;4970
2019-08-05;Via San Giacomo;5595;604
2019-08-07;Via San Giacomo;2995;2397
2019-08-12;Via San Giacomo;1508;1692
2019-08-16;Via San Giacomo;2196;1918
2019-08-17;Via San Giacomo;2077;2346
2019-08-25;Via San Giacomo;2455;3061
2019-08-01;Piazza Scaravilli;656;2502
2019-08-05;Piazza Scaravilli;3059;298
2019-08-07;Piazza Scaravilli;1609;1227
2019-08-08;Piazza Scaravilli;2946;1261
2019-08-21;Piazza Scaravilli;756;706
2019-08-24;Piazza Scaravilli;0;0
2019-08-25;Piazza Scaravilli;0;0
2019-08-30;Piazza Scaravilli;1976;3478
2019-08-01;Palazzo Poggi;12;428
2019-08-02;Palazzo Poggi;20;540
2019-08-05;Palazzo Poggi;92;252
2019-08-07;Palazzo Poggi;138;442
2019-08-08;Palazzo Poggi;0;0
2019-08-11;Palazzo Poggi;0;0
2019-08-13;Palazzo Poggi;0;0
2019-08-14;Palazzo Poggi;0;0
2019-08-19;Palazzo Poggi;0;0
2019-08-20;Palazzo Poggi;0;0
2019-08-22;Palazzo Poggi;161;479
2019-08-25;Palazzo Poggi;0;0
2019-08-27;Palazzo Poggi;2448;3241
2019-08-28;Palazzo Poggi;2989;3542
2019-08-31;Palazzo Poggi;618;1157
2019-08-01;Via Del Guasto;432;1963
2019-08-06;Via Del Guasto;1310;780
2019-08-08;Via Del Guasto;761;932
2019-08-11;Via Del Guasto;479;569
2019-08-14;Via Del Guasto;557;698
2019-08-15;Via Del Guasto;691;587
2019-08-17;Via Del Guasto;631;840
2019-08-20;Via Del Guasto;648;1003
2019-08-24;Via Del Guasto;634;1044
2019-08-27;Via Del Guasto;1178;1788
2019-08-28;Via Del Guasto;1471;2003
2019-08-29;Via Del Guasto;1338;2433
2019-08-30;Via Del Guasto;1304;2451
2019-08-02;Piazza Verdi;2535;7170
2019-08-05;Piazza Verdi;7798;936
2019-08-06;Piazza Verdi;4976;2588
2019-08-10;Piazza Verdi;3247;2914
2019-08-11;Piazza Verdi;2788;2657
2019-08-13;Piazza Verdi;2844;3029
2019-08-15;Piazza Verdi;3749;2739
2019-08-24;Piazza Verdi;3761;4529
2019-08-25;Piazza Verdi;4228;4654
2019-08-27;Piazza Verdi;4778;6435
2019-08-04;Facoltà Di Giurisprudenza;3940;5218
2019-08-10;Facoltà Di Giurisprudenza;3722;2832
2019-08-13;Facoltà Di Giurisprudenza;3318;2978
2019-08-14;Facoltà Di Giurisprudenza;3815;3252
2019-08-16;Facoltà Di Giurisprudenza;3352;3034
2019-08-17;Facoltà Di Giurisprudenza;4745;3511
2019-08-21;Facoltà Di Giurisprudenza;2916;3598
2019-08-25;Facoltà Di Giurisprudenza;5122;4607
2019-08-27;Facoltà Di Giurisprudenza;4502;5887
2019-08-28;Facoltà Di Giurisprudenza;4508;5962
2019-08-02;Piazza Rossini (Palazzo Malvezzi);3158;6520
2019-08-03;Piazza Rossini (Palazzo Malvezzi);3220;5692
2019-08-05;Piazza Rossini (Palazzo Malvezzi);6974;844
2019-08-07;Piazza Rossini (Palazzo Malvezzi);4218;3053
2019-08-08;Piazza Rossini (Palazzo Malvezzi);3432;3347
2019-08-12;Piazza Rossini (Palazzo Malvezzi);2787;2598
2019-08-15;Piazza Rossini (Palazzo Malvezzi);3595;2696
2019-08-16;Piazza Rossini (Palazzo Malvezzi);2767;2887
2019-08-19;Piazza Rossini (Palazzo Malvezzi);3079;3549
2019-08-21;Piazza Rossini (Palazzo Malvezzi);2553;3653
2019-08-22;Piazza Rossini (Palazzo Malvezzi);2971;4036
2019-08-24;Piazza Rossini (Palazzo Malvezzi);3798;4219
2019-08-30;Piazza Rossini (Palazzo Malvezzi);4348;7365
2019-08-31;Piazza Rossini (Palazzo Malvezzi);4653;6612
2019-08-01;2 Torri (Inizio Portico Via Zamboni);3482;7256
2019-08-04;2 Torri (Inizio Portico Via Zamboni);4271;6143
2019-08-05;2 Torri (Inizio Portico Via Zamboni);9459;1099
2019-08-07;2 Torri (Inizio Portico Via Zamboni);6936;3456
2019-08-10;2 Torri (Inizio Portico Via Zamboni);5721;3189
2019-08-13;2 Torri (Inizio Portico Via Zamboni);4809;3844
2019-08-15;2 Torri (Inizio Portico Via Zamboni);6186;3299
2019-08-19;2 Torri (Inizio Portico Via Zamboni);5586;4361
2019-08-21;2 Torri (Inizio Portico Via Zamboni);4216;4306
2019-08-25;2 Torri (Inizio Portico Via Zamboni);6785;5018
2019-08-28;2 Torri (Inizio Portico Via Zamboni);5017;6217
2021-01-02;Porta San Donato;1894;4249
2021-01-06;Porta San Donato;1233;3970
2021-01-07;Porta San Donato;4270;11237
2021-01-08;Porta San Donato;5574;13001
2021-01-10;Porta San Donato;1468;4523
2021-01-11;Porta San Donato;4523;11100
2021-01-17;Porta San Donato;2154;6020
2021-01-19;Porta San Donato;5427;12729
2021-01-21;Porta San Donato;4481;11932
2021-01-02;Piazza Puntoni (Via Zamboni);0;0
2021-01-04;Piazza Puntoni (Via Zamboni);0;0
2021-01-05;Piazza Puntoni (Via Zamboni);0;0
2021-01-06;Piazza Puntoni (Via Zamboni);0;0
2021-01-10;Piazza Puntoni (Via Zamboni);0;0
2021-01-11;Piazza Puntoni (Via Zamboni);0;0
2021-01-15;Piazza Puntoni (Via Zamboni);0;0
2021-01-16;Piazza Puntoni (Via Zamboni);0;0
2021-01-19;Piazza Puntoni (Via Zamboni);0;0
2021-01-24;Piazza Puntoni (Via Zamboni);0;0
2021-01-25;Piazza Puntoni (Via Zamboni);0;0
2021-01-29;Piazza Puntoni (Via Zamboni);0;0
2021-01-02;Via San Giacomo;126;691
2021-01-06;Via San Giacomo;145;716
2021-01-10;Via San Giacomo;290;1059
2021-01-12;Via San Giacomo;2057;3523
2021-01-13;Via San Giacomo;1943;3518
2021-01-18;Via San Giacomo;1370;3789
2021-01-21;Via San Giacomo;1819;3954
2021-01-25;Via San Giacomo;1902;4036
2021-01-28;Via San Giacomo;3152;4384
2021-01-01;Piazza Scaravilli;36;254
2021-01-06;Piazza Scaravilli;92;419
2021-01-11;Piazza Scaravilli;1269;2182
2021-01-12;Piazza Scaravilli;1697;2353
2021-01-15;Piazza Scaravilli;1620;2402
2021-01-17;Piazza Scaravilli;319;1151
2021-01-19;Piazza Scaravilli;1841;3059
2021-01-20;Piazza Scaravilli;1138;2747
2021-01-23;Piazza Scaravilli;1701;2314
2021-01-02;Palazzo Poggi;0;0
2021-01-08;Palazzo Poggi;1169;2850
2021-01-09;Palazzo Poggi;0;0
2021-01-15;Palazzo Poggi;961;2983
2021-01-01;Via Del Guasto;17;303
2021-01-04;Via Del Guasto;726;1325
2021-01-06;Via Del Guasto;45;452
2021-01-11;Via Del Guasto;542;2012
2021-01-13;Via Del Guasto;812;2303
2021-01-14;Via Del Guasto;610;2226
2021-01-22;Via Del Guasto;934;2344
2021-01-24;Via Del Guasto;314;1157
2021-01-04;Piazza Verdi;2359;3849
2021-01-05;Piazza Verdi;404;2071
2021-01-06;Piazza Verdi;364;1542
2021-01-08;Piazza Verdi;2752;5650
2021-01-10;Piazza Verdi;507;2069
2021-01-15;Piazza Verdi;1946;5729
2021-01-16;Piazza Verdi;2459;5048
2021-01-20;Piazza Verdi;1842;5943
2021-01-21;Piazza Verdi;3147;5699
2021-01-23;Piazza Verdi;2191;5359
2021-01-26;Piazza Verdi;2596;6309
2021-01-28;Piazza Verdi;2480;6153
2021-01-04;Facoltà Di Giurisprudenza;1205;3501
2021-01-06;Facoltà Di Giurisprudenza;579;1165
2021-01-08;Facoltà Di Giurisprudenza;2164;4601
2021-01-10;Facoltà Di Giurisprudenza;474;1550
2021-01-12;Facoltà Di Giurisprudenza;1616;4507
2021-01-16;Facoltà Di Giurisprudenza;1898;4214
2021-01-17;Facoltà Di Giurisprudenza;1557;2531
2021-01-26;Facoltà Di Giurisprudenza;2294;5232
2021-01-28;Facoltà Di Giurisprudenza;1685;4966
2021-01-30;Facoltà Di Giurisprudenza;2561;4968
2021-01-03;Piazza Rossini (Palazzo Malvezzi);425;1265
2021-01-04;Piazza Rossini (Palazzo Malvezzi);1555;3646
2021-01-12;Piazza Rossini (Palazzo Malvezzi);1792;5181
2021-01-14;Piazza Rossini (Palazzo Malvezzi);1913;5190
2021-01-17;Piazza Rossini (Palazzo Malvezzi);1677;2718
2021-01-18;Piazza Rossini (Palazzo Malvezzi);1382;5148
2021-01-27;Piazza Rossini (Palazzo Malvezzi);1987;5732
2021-01-28;Piazza Rossini (Palazzo Malvezzi);1707;5899
2021-01-02;2 Torri (Inizio Portico Via Zamboni);235;1233
2021-01-09;2 Torri (Inizio Portico Via Zamboni);1713;3224
2021-01-15;2 Torri (Inizio Portico Via Zamboni);1913;5027
